IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300012920,Aquatic,Marine,469663,50577,19003,61855,21.11160792
3300025443,Terrestrial,Soil,307427,29689,724,30138,21.11092203
3300025724,Engineered,Wastewater,480215,291024,33874,293239,21.10597747
3300025627,Terrestrial,Soil,279655,26423,911,26986,21.10354094
3300017989,Aquatic,Non-marine Saline and Alkaline,453197,32869,932,33314,21.10134119
3300021064,Terrestrial,Deep subsurface,455660,3277,644,3646,21.09460022
3300017448,Terrestrial,Soil,459779,15979,8800,24105,21.09423053
3300010160,Aquatic,Freshwater,459847,86685,19676,102767,21.09371304
3300020056,Aquatic,Marine,462874,84862,11309,90156,21.09315627
3300026201,Aquatic,Marine,467741,86519,32581,102889,21.09307146
3300027825,Aquatic,Freshwater,471826,33057,1540,34249,21.08853091
3300024511,Aquatic,Freshwater,466340,133859,26642,135052,21.08831746
3300024979,Aquatic,Freshwater,392964,81801,17419,87571,21.0831514
3300001753,Aquatic,Marine,356193,8794,105,8805,21.07601996
3300025901,Host-associated,Plants,335785,12351,8936,18955,21.07107852
3300025911,Host-associated,Plants,459593,34001,15163,42593,21.06603757
3300027814,Aquatic,Marine,449171,12569,416,12707,21.06458588
3300024280,Aquatic,Freshwater,465560,131771,35886,134679,21.06413568
3300017990,Aquatic,Non-marine Saline and Alkaline,450123,32823,15545,34782,21.0483957
3300018040,Aquatic,Freshwater,469673,144781,1068,145196,21.04546682
3300025315,Host-associated,Plants,398889,18341,8351,23906,21.04263338
3300025390,Aquatic,Freshwater,460363,131505,7511,135677,21.03896574
3300024340,Aquatic,Marine,475982,11504,2619,12637,21.03498089
3300027496,Terrestrial,Soil,308385,2846,4047,6011,21.02630445
3300025189,Aquatic,Marine,365990,88487,56930,95577,21.02519631
3300025195,Aquatic,Marine,363271,106312,82978,117783,21.02264535
3300025533,Terrestrial,Soil,292017,37080,1344,37951,21.01952657
3300025635,Aquatic,Marine,468319,59866,22478,76852,21.01851431
3300027625,Terrestrial,Soil,458820,78333,11543,89179,21.01403006
3300022863,Terrestrial,Peat,475264,16343,4207,18512,21.00868878
3300014199,Aquatic,Freshwater,473560,14512,668,14840,21.00764877
3300012089,Host-associated,Fungi,475756,53561,20142,62214,21.00003898
3300025392,Aquatic,Freshwater,441371,45888,2255,46515,20.9981673
3300023091,Terrestrial,Peat,458172,17851,4754,20149,20.99459088
3300025499,Terrestrial,Soil,339170,33322,978,33990,20.99408473
3300025495,Terrestrial,Soil,294505,31475,1288,32288,20.99357664
3300015360,Aquatic,Freshwater,463314,101920,1270,102616,20.99062304
3300024350,Aquatic,Freshwater,472029,92167,28495,97159,20.98550322
3300024265,Aquatic,Marine,451647,4612,1068,5349,20.98302257
3300025684,Aquatic,Marine,472663,136574,36129,145476,20.97568801
3300025212,Aquatic,Marine,441784,80783,54394,99882,20.97071276
3300018057,Aquatic,Freshwater,469069,176247,1064,176749,20.96729167
3300025548,Terrestrial,Soil,305078,40677,914,41244,20.96675606
3300027738,Terrestrial,Soil,365295,7786,3377,10191,20.96387536
3300027900,Aquatic,Freshwater,357919,8207,476,8433,20.96338818
3300025588,Terrestrial,Soil,258940,10776,864,11246,20.96326228
3300009700,Terrestrial,Soil,459538,83420,7456,90140,20.9620004
3300027702,Aquatic,Marine,470248,58765,27597,70836,20.95857501
3300017987,Aquatic,Non-marine Saline and Alkaline,459256,32464,2481,32953,20.95512574
3300024263,Aquatic,Marine,456857,23784,1151,24516,20.95233439
3300012180,Host-associated,Fungi,478627,12901,17926,22754,20.94661972
3300025461,Terrestrial,Soil,293996,35329,1015,35942,20.94342065
3300018037,Aquatic,Freshwater,470891,77893,1553,78691,20.94290543
3300027901,Aquatic,Marine,325037,5482,88,5499,20.94184351
3300025498,Aquatic,Freshwater,468520,187341,649,187619,20.93454723
3300017494,Aquatic,Freshwater,413506,152632,29055,156658,20.92998177
3300027696,Terrestrial,Soil,479772,73670,4998,78056,20.92976712
3300026321,Aquatic,Marine,472593,78718,12067,82761,20.92231903
3300009770,Engineered,Bioreactor,445611,239313,22092,247848,20.91988521
3300010375,Host-associated,Plants,469050,49912,30602,67522,20.91609137
3300027786,Engineered,Wastewater,451248,43999,16200,53683,20.91472678
3300005529,Terrestrial,Soil,433753,23476,2288,25338,20.91414197
3300018080,Aquatic,Non-marine Saline and Alkaline,410360,21116,2578,21818,20.91009746
3300014156,Aquatic,Freshwater,475502,85987,1686,86776,20.90958853
3300010343,Terrestrial,Soil,470807,33454,830,33942,20.90685158
3300016461,Aquatic,Marine,407349,38696,133194,133945,20.90368815
3300021514,Aquatic,Marine,451151,16277,411,16453,20.90285295
3300027572,Aquatic,Marine,466982,134423,37943,141050,20.90118105
3300021085,Aquatic,Marine,445478,142695,36202,149513,20.89617513
3300025852,Terrestrial,Soil,385726,98368,6232,101743,20.89580912
3300025457,Terrestrial,Soil,266857,37686,1401,38384,20.89548235
3300012181,Host-associated,Fungi,476730,41371,12169,46742,20.8884476
3300027776,Engineered,Wastewater,450071,70674,12438,76992,20.88121782
3300024285,Aquatic,Freshwater,468009,125177,25689,128686,20.86593637
3300024496,Aquatic,Freshwater,469563,53070,6980,55015,20.86564863
3300011411,Host-associated,Fungi,486571,22805,100746,104692,20.86235882
3300027553,Aquatic,Marine,469767,131101,35105,136763,20.85258767
3300009824,Terrestrial,Soil,459328,101800,8602,109748,20.84858962
3300027192,Aquatic,Marine,475110,163010,30747,172841,20.8443067
3300025703,Terrestrial,Soil,291717,31569,862,32062,20.84120431
3300027501,Aquatic,Marine,467460,127361,33052,133162,20.83957727
3300021347,Aquatic,Marine,443187,58813,16783,68234,20.83897931
3300018428,Aquatic,Marine,446478,64328,16231,76404,20.8340956
3300024322,Aquatic,Marine,481117,108218,49819,123370,20.83340327
3300025496,Aquatic,Freshwater,463185,174694,1637,175550,20.82953351
3300014497,Host-associated,Plants,481899,89497,138045,153282,20.82457583
3300025198,Aquatic,Marine,349898,101113,84019,110890,20.82358892
3300024289,Aquatic,Freshwater,471977,60638,6721,62532,20.81929437
3300021506,Aquatic,Marine,464571,53207,896,53819,20.81457479
3300027962,Aquatic,Marine,347523,1607,2747,3869,20.81445047
3300027969,Aquatic,Freshwater,457428,51830,12060,59706,20.81341037
3300027766,Host-associated,Plants,472826,97599,126088,128150,20.81198315
3300027305,Aquatic,Marine,465628,164019,18671,172910,20.81150259
3300014493,Terrestrial,Soil,482071,11095,812,11507,20.80830086
3300027185,Aquatic,Marine,473267,155617,31159,167255,20.80304479
3300020189,Aquatic,Marine,458770,137286,11392,141818,20.79824995
3300027758,Aquatic,Marine,473320,40723,42780,63683,20.79659898
3300025664,Terrestrial,Soil,296000,22730,764,23089,20.79569392
3300025420,Aquatic,Freshwater,462595,130368,5786,133792,20.79057408
3300027878,Aquatic,Freshwater,468251,108118,2433,109551,20.78722433
3300005662,Aquatic,Freshwater,433488,55826,11311,63201,20.78616782
3300025770,Aquatic,Marine,453988,193816,17298,198346,20.7766721
3300025686,Engineered,Wastewater,477268,303858,45948,305848,20.76906858
3300027850,Aquatic,Freshwater,462278,122604,9274,127791,20.76152781
3300012942,Terrestrial,Soil,459066,12211,33801,37283,20.76024097
3300017565,Terrestrial,Soil,483675,106377,109971,167766,20.75708882
3300002164,Engineered,Biotransformation,381622,155644,33982,171935,20.75657133
3300027864,Host-associated,Arthropoda,416260,13161,739,13814,20.75533496
3300027893,Aquatic,Marine,337207,4488,115,4513,20.75356589
3300027158,Terrestrial,Soil,373168,17249,1835,18634,20.75276539
3300025619,Terrestrial,Soil,294815,55109,1217,55668,20.75101128
3300024295,Terrestrial,Peat,462124,8951,3428,10482,20.75058947
3300027896,Aquatic,Freshwater,379298,13235,300,13393,20.74881389
3300022838,Aquatic,Non-marine Saline and Alkaline,478994,121483,7268,122031,20.7478082
3300027418,Aquatic,Marine,429843,130333,16318,139216,20.74099155
3300027110,Terrestrial,Soil,370409,13737,1196,14541,20.74030651
3300025783,Aquatic,Freshwater,461702,95221,7552,100161,20.73296322
3300027315,Aquatic,Marine,430021,143027,43401,148500,20.73210258
3300013006,Aquatic,Freshwater,461689,81293,12831,89622,20.73147444
3300025628,Aquatic,Non-marine Saline and Alkaline,457734,129453,6768,130946,20.72778621
3300024972,Aquatic,Freshwater,395726,150578,62204,170816,20.72144409
3300014158,Aquatic,Freshwater,478105,108548,3217,109960,20.71965473
3300027967,Aquatic,Marine,472858,38405,36959,55029,20.71925589
3300018878,Host-associated,Mammals,436836,67112,3337,68009,20.71818226
3300025701,Aquatic,Marine,467193,141890,50945,150711,20.71741484
3300002508,Host-associated,Arthropoda,454012,1004,1363,2101,20.71508678
3300027828,Aquatic,Marine,466201,165324,21455,170549,20.70970957
3300012177,Host-associated,Fungi,479271,118234,38752,124083,20.70805233
3300027798,Aquatic,Freshwater,382977,47971,11974,55178,20.69903459
3300020055,Aquatic,Marine,473285,73725,15836,84464,20.69787651
3300024509,Aquatic,Freshwater,474950,96239,23669,104238,20.68978267
3300026077,Aquatic,Marine,469337,38900,27138,53226,20.68640928
3300024298,Aquatic,Freshwater,470423,108441,20377,112055,20.68274398
3300027858,Aquatic,Marine,285273,3771,21875,25013,20.67939574
3300027794,Engineered,Wastewater,449001,56909,10288,62489,20.67180012
3300025477,Aquatic,Freshwater,469705,205858,588,206095,20.66963695
3300014491,Terrestrial,Soil,479515,25386,1171,26051,20.65524079
3300013103,Aquatic,Marine,446880,68045,10119,77579,20.65257244
3300027980,Aquatic,Marine,471257,170227,22269,174998,20.6476024
3300025542,Engineered,Lab enrichment,369840,117984,142845,173529,20.63914704
3300012533,Engineered,Wastewater,440772,78565,7951,82202,20.63657386
3300025648,Aquatic,Freshwater,456825,169660,5204,172207,20.63487359
3300010157,Aquatic,Freshwater,454970,57774,4462,61218,20.63140795
3300025459,Aquatic,Freshwater,467495,200395,802,200785,20.62707313
3300024417,Aquatic,Marine,480135,110783,40891,122281,20.61908567
3300027734,Aquatic,Freshwater,461563,56050,11327,63766,20.6177655
3300027406,Aquatic,Marine,468001,155764,47644,163334,20.61696962
3300021490,Aquatic,Marine,461226,79474,1763,80669,20.6067499
3300027804,Aquatic,Freshwater,444477,104102,13853,112076,20.60477273
3300026292,Aquatic,Marine,467906,58212,15536,68514,20.60459053
3300025776,Aquatic,Marine,351987,102849,35374,112663,20.60340489
3300025888,Terrestrial,Soil,373025,98541,5661,101790,20.59899748
3300021494,Aquatic,Marine,455575,68566,4375,71337,20.5987281
3300015214,Engineered,Solid waste,466414,107960,21394,119602,20.59857808
3300025581,Terrestrial,Soil,251472,47986,1255,48551,20.59570558
3300023184,Aquatic,Freshwater,480769,76249,10711,82696,20.59167628
3300026074,Aquatic,Marine,459464,117742,13289,123971,20.5858258
3300017946,Aquatic,Freshwater,478190,85238,1562,85991,20.58223547
3300025856,Engineered,Wastewater,481373,241184,26842,246838,20.56489426
3300025437,Aquatic,Freshwater,443905,78136,4102,81193,20.55343079
3300025679,Terrestrial,Soil,297725,34288,644,34645,20.55185707
3300022661,Host-associated,Mammals,459289,72100,3261,72873,20.55177012
3300027769,Aquatic,Freshwater,421992,60917,12778,69266,20.55018944
3300025446,Aquatic,Freshwater,453071,181541,448,181742,20.54532778
3300025570,Aquatic,Marine,452761,64859,16121,71703,20.54486349
3300006052,Aquatic,Sediment,455984,7016,1279,7804,20.5406985
3300017685,Host-associated,Plants,467696,12394,35934,39626,20.54016669
3300013014,Aquatic,Freshwater,458703,54226,14012,64958,20.53920953
3300023230,Aquatic,Non-marine Saline and Alkaline,465247,70068,13519,78887,20.5382683
3300017988,Aquatic,Freshwater,436599,16959,829,17506,20.53438441
3300027971,Aquatic,Freshwater,450994,83927,10645,91876,20.53405525
3300026265,Aquatic,Marine,463998,151634,12525,155638,20.53266156
3300027582,Aquatic,Marine,468272,152265,51360,161601,20.5292729
3300025716,Terrestrial,Soil,401262,93983,8041,98875,20.52690858
3300021511,Aquatic,Marine,450540,79318,259,79435,20.52687856
3300025722,Aquatic,Marine,449193,197686,21903,201782,20.51754122
3300025624,Engineered,Lab enrichment,386774,133071,144509,186400,20.51590896
3300025377,Aquatic,Non-marine Saline and Alkaline,257800,53240,2273,54017,20.51396097
3300025238,Aquatic,Marine,258573,100075,31350,107096,20.5112821
3300025407,Aquatic,Freshwater,453875,75139,5260,78452,20.50537006
3300024356,Aquatic,Freshwater,475584,88713,17474,93554,20.50407034
3300022753,Host-associated,Mammals,443873,72981,3659,73825,20.50246088
3300027638,Aquatic,Freshwater,296563,26963,10308,27304,20.50002745
3300026093,Aquatic,Marine,473336,73088,51816,94898,20.49404141
3300021471,Aquatic,Marine,480349,81939,4367,85280,20.49029536
3300012044,Aquatic,Freshwater,459355,68063,16660,74772,20.48514076
3300010296,Aquatic,Marine,476089,33554,16290,44148,20.47773692
3300027823,Aquatic,Freshwater,466000,130370,8373,135111,20.4767819
3300027082,Aquatic,Marine,195938,17663,11309,26445,20.47668282
3300025110,Aquatic,Marine,473869,31304,19507,34235,20.4759552
3300025832,Aquatic,Marine,465000,172131,42388,180506,20.4753394
3300025682,Engineered,Wastewater,482941,303482,15750,305126,20.47253512
3300026257,Aquatic,Marine,469930,89414,8769,93469,20.47052799
3300027057,Aquatic,Marine,223935,13889,280,14036,20.46138932
3300025863,Aquatic,Marine,360570,161401,70349,178869,20.45970868
3300006902,Aquatic,Marine,471111,101753,7608,104945,20.4575631
3300009978,Host-associated,Plants,471788,10432,22155,26918,20.45732307
3300027897,Aquatic,Freshwater,375959,8262,746,8593,20.45399066
3300019759,Aquatic,Freshwater,480251,48030,28301,71633,20.44685138
3300025553,Terrestrial,Soil,268896,65791,1516,66460,20.44467845
3300006226,Host-associated,Arthropoda,442975,468,641,959,20.44261567
3300027700,Aquatic,Marine,460258,181482,11374,185249,20.44221941
3300025426,Aquatic,Freshwater,465221,77040,5483,80422,20.43961919
3300014492,Terrestrial,Soil,479344,13352,899,13813,20.43753628
3300017560,Terrestrial,Soil,483585,93563,105820,155816,20.43021089
3300012682,Aquatic,Freshwater,469717,2595,1379,3384,20.42925885
3300026085,Aquatic,Marine,472721,63336,74412,98426,20.4274383
3300002509,Host-associated,Arthropoda,431027,196,794,851,20.42700181
3300007294,Host-associated,Human,215381,144108,157590,167165,20.40961684
3300002450,Host-associated,Arthropoda,406080,42719,506,43071,20.40687249
3300017971,Aquatic,Non-marine Saline and Alkaline,454803,25328,742,25760,20.40652085
3300013005,Aquatic,Freshwater,457744,84080,8964,88829,20.40214599
3300021504,Aquatic,Marine,464387,103926,746,104352,20.39856637
3300027709,Aquatic,Marine,449084,118196,3563,119302,20.39806974
3300023179,Aquatic,Freshwater,457467,106490,14578,107791,20.39774596
3300025865,Terrestrial,Soil,382470,83052,8370,87933,20.39692079
3300014656,Aquatic,Freshwater,476669,10614,1778,12055,20.39208946
3300027838,Aquatic,Marine,451156,117527,3758,118885,20.38869861
3300025712,Aquatic,Marine,472848,138726,51669,154965,20.38307433
3300025550,Terrestrial,Soil,425132,15134,5989,20733,20.36929691
3300026092,Aquatic,Marine,470945,126789,10650,130828,20.36877503
3300006050,Aquatic,Sediment,448490,7246,2116,8693,20.36790373
3300002501,Host-associated,Arthropoda,426897,1559,1518,2779,20.36614361
3300013004,Aquatic,Freshwater,459419,79797,8925,84522,20.36527951
3300024980,Aquatic,Freshwater,407217,146563,114725,203526,20.36394314
3300024326,Aquatic,Marine,464726,152925,76744,166002,20.35713892
3300020221,Aquatic,Freshwater,423201,102398,3914,104395,20.35482053
3300027662,Terrestrial,Soil,481910,129170,5285,133767,20.3539264
3300017963,Aquatic,Non-marine Saline and Alkaline,456999,26003,693,26437,20.35237115
3300025713,Engineered,Wastewater,484815,309557,24920,313325,20.35163315
3300025417,Aquatic,Freshwater,466773,67080,3807,69603,20.34985627
3300027847,Aquatic,Marine,452017,117384,3705,118570,20.34934078
3300018030,Aquatic,Freshwater,469169,174873,1127,175344,20.34736818
3300025785,Aquatic,Freshwater,455933,68889,6274,72754,20.34597252
3300006057,Aquatic,Sediment,437793,4441,1466,5312,20.34031469
3300022884,Aquatic,Non-marine Saline and Alkaline,483085,104016,4629,104439,20.33796497
3300023434,Aquatic,Non-marine Saline and Alkaline,479439,139049,10997,140283,20.33627064
3300020054,Aquatic,Marine,420207,130345,11411,135034,20.3345416
3300025828,Aquatic,Marine,455037,76344,5960,79832,20.33398561
3300025372,Aquatic,Freshwater,464968,45443,1040,45789,20.33073553
3300027547,Terrestrial,Soil,451358,22798,3486,24914,20.32948814
3300008151,Host-associated,Human,46703,37145,36862,41394,20.32886668
3300024247,Aquatic,Marine,473627,151867,77820,164681,20.32829633
3300026207,Aquatic,Marine,469168,202972,42282,214079,20.32452811
3300006059,Aquatic,Sediment,449372,8417,3510,10609,20.32260733
3300025203,Aquatic,Marine,357850,156737,68639,167981,20.31875313
3300027911,Aquatic,Sediment,449004,6057,1081,6739,20.31730311
3300022743,Aquatic,Freshwater,478726,16458,26651,36818,20.31411208
3300024514,Aquatic,Freshwater,479411,102459,20262,105179,20.31278363
3300017968,Aquatic,Marine,446381,116992,12768,123746,20.30920644
3300024895,Aquatic,Freshwater,384565,101455,22714,108095,20.30814218
3300027416,Aquatic,Marine,457324,82008,17183,86814,20.30655104
3300024282,Aquatic,Freshwater,470691,124657,39571,127583,20.29771402
3300025429,Aquatic,Freshwater,449869,23232,797,23653,20.2926916
3300025890,Aquatic,Marine,356285,91569,25498,98830,20.29097136
3300027699,Aquatic,Marine,448141,142327,5154,143586,20.28444945
3300017789,Aquatic,Freshwater,476582,11730,1721,12766,20.28127492
3300027677,Aquatic,Marine,447750,142794,5911,144390,20.28123826
3300023250,Terrestrial,Peat,471673,8681,4680,10608,20.27828923
3300025717,Aquatic,Non-marine Saline and Alkaline,312155,57511,33566,68380,20.27572696
3300027780,Aquatic,Marine,461586,83453,13926,90436,20.27445723
3300013105,Host-associated,Plants,452789,131540,148839,174819,20.27204705
3300027898,Aquatic,Sediment,470068,7609,2535,9393,20.26952563
3300013104,Host-associated,Plants,454128,155921,149237,191645,20.26649485
3300008403,Host-associated,Human,161037,110519,119546,136939,20.26512128
3300017420,Host-associated,Plants,472378,16908,45967,49012,20.26205078
3300026254,Aquatic,Marine,473181,169912,31402,179895,20.26014924
3300027844,Aquatic,Marine,451321,122556,4740,124055,20.26013354
3300025481,Terrestrial,Soil,252652,67230,1626,68062,20.25619301
3300022923,Aquatic,Marine,457068,141040,11292,146727,20.2553495
3300025782,Aquatic,Freshwater,454670,65388,4280,68858,20.2526804
3300026087,Aquatic,Marine,462617,135407,19631,141845,20.2522705
3300027791,Aquatic,Marine,455479,56579,11891,62542,20.24914232
3300027797,Aquatic,Freshwater,319606,42852,7434,47178,20.24886705
3300021512,Aquatic,Marine,459483,82933,6599,88799,20.2472318
3300025878,Terrestrial,Soil,467323,38240,2362,39615,20.24365314
3300025720,Engineered,Wastewater,482995,264780,22613,268826,20.24287504
3300023045,Terrestrial,Plant litter,480382,2083,987,2739,20.24048309
3300027249,Aquatic,Marine,391781,71631,17640,76737,20.24003814
3300020596,Aquatic,Freshwater,420126,94855,1773,95353,20.23974558
3300020192,Aquatic,Freshwater,403975,114859,4421,115506,20.2368168
3300018424,Aquatic,Marine,448436,87396,11535,94133,20.23669286
3300023429,Aquatic,Non-marine Saline and Alkaline,466468,116608,48523,131081,20.23104508
3300025470,Aquatic,Freshwater,477108,90263,3304,92348,20.22676559
3300027622,Aquatic,Marine,421779,138785,6584,140808,20.2231721
3300020184,Aquatic,Marine,450181,86256,10136,87895,20.22270061
3300012950,Aquatic,Marine,473996,154528,16814,160756,20.2221122
3300009083,Aquatic,Freshwater,465241,93134,5046,96730,20.21931686
3300017434,Aquatic,Freshwater,460802,9776,980,10274,20.21655984
3300012043,Aquatic,Freshwater,457057,8809,897,9240,20.21479205
3300027580,Aquatic,Marine,346118,49466,22684,66315,20.21428755
3300024507,Aquatic,Freshwater,474551,95067,21308,100896,20.21153967
3300006174,Aquatic,Sediment,453241,8247,1358,9020,20.20776871
3300018039,Aquatic,Marine,445828,148749,13057,153540,20.20603058
3300025450,Aquatic,Freshwater,475319,71408,3505,73739,20.20308746
3300027793,Aquatic,Freshwater,465468,115153,57270,142038,20.20292358
3300025870,Aquatic,Marine,438658,144784,43787,154209,20.20114723
3300022747,Aquatic,Freshwater,480263,21374,18654,35064,20.19871466
3300022929,Aquatic,Marine,456984,133720,9440,138341,20.19328368
3300009767,Engineered,Wastewater,476283,309678,16312,311003,20.19254157
3300025239,Aquatic,Marine,380896,173677,83449,185273,20.1914167
3300024191,Aquatic,Marine,479754,111948,54994,126021,20.19104758
3300025193,Aquatic,Marine,365858,93573,72046,101212,20.19071018
3300027848,Aquatic,Freshwater,455707,153040,6499,154943,20.18678755
3300026080,Aquatic,Marine,459498,165059,26832,171836,20.18570975
3300015265,Host-associated,Plants,463873,70985,170166,176485,20.18490539
3300006102,Aquatic,Sediment,465672,6181,1613,7127,20.17945574
3300022860,Aquatic,Non-marine Saline and Alkaline,485022,153241,11531,153761,20.17825929
3300025183,Aquatic,Marine,301453,120771,39705,131885,20.17548439
3300002507,Host-associated,Arthropoda,435621,100,843,879,20.17160057
3300026082,Aquatic,Marine,466642,110441,7294,112898,20.17092731
3300020222,Aquatic,Freshwater,471825,127542,4616,130356,20.16991027
3300027852,Aquatic,Marine,351773,23302,45533,59318,20.16614044
3300017518,Aquatic,Freshwater,462814,144303,36178,149749,20.16583428
3300027393,Terrestrial,Soil,452709,31312,2904,33185,20.16431586
3300019768,Aquatic,Freshwater,479964,35284,30725,59397,20.16307301
3300023251,Aquatic,Non-marine Saline and Alkaline,480640,98499,3435,98826,20.15981511
3300025383,Aquatic,Freshwater,465332,70336,3679,72380,20.1589985
3300020168,Aquatic,Marine,462465,148936,16617,157177,20.15630175
3300021503,Aquatic,Marine,450261,93521,1972,95131,20.15532168
3300012936,Aquatic,Marine,457931,77691,55646,103931,20.15368432
3300025881,Aquatic,Marine,474062,139153,63595,157682,20.15126131
3300024054,Aquatic,Freshwater,474093,45822,10522,52878,20.14757596
3300020603,Aquatic,Freshwater,471635,128655,5867,131917,20.13998433
3300022858,Aquatic,Non-marine Saline and Alkaline,484031,53544,759,54011,20.13923256
3300026209,Aquatic,Marine,467724,189806,12713,193449,20.13758532
3300012186,Aquatic,Freshwater,484235,35767,1822,37171,20.13598904
3300002163,Engineered,Biotransformation,399346,160662,37182,176961,20.13540768
3300017651,Terrestrial,Soil,480985,59427,68070,116922,20.12900808
3300025410,Aquatic,Freshwater,460665,112152,8057,115579,20.12466748
3300027706,Terrestrial,Soil,381222,128477,2144,130183,20.12455826
3300020195,Aquatic,Freshwater,466095,73314,790,73466,20.12376493
3300025836,Terrestrial,Soil,376900,96410,8628,101331,20.12325633
3300012090,Host-associated,Fungi,476573,20947,21292,35127,20.12088291
3300017969,Aquatic,Marine,449398,79013,15788,91251,20.11993713
3300025269,Aquatic,Marine,250896,117966,51139,125224,20.11981875
3300013010,Aquatic,Marine,454694,47145,7955,49889,20.11947721
3300009084,Aquatic,Freshwater,465400,191095,8423,193517,20.11792335
3300024492,Aquatic,Freshwater,466273,129112,37467,134541,20.11652504
3300020213,Aquatic,Freshwater,403857,79458,1539,80067,20.11614397
3300020203,Aquatic,Freshwater,400185,95456,1832,95947,20.11506366
3300026091,Aquatic,Marine,465271,145893,12011,149508,20.11358729
3300025219,Aquatic,Marine,384350,175910,65081,188222,20.11326627
3300026262,Aquatic,Marine,478319,204371,17831,210632,20.11032954
3300020057,Aquatic,Freshwater,403227,74647,728,74893,20.10838071
3300027813,Aquatic,Marine,450937,52623,9690,56685,20.10772402
3300025610,Aquatic,Marine,479440,59110,9228,64662,20.10516356
3300026269,Aquatic,Marine,473032,126352,9825,129763,20.10071836
3300019752,Aquatic,Freshwater,478992,43735,21639,63492,20.10023599
3300026256,Aquatic,Marine,467585,186173,23840,192511,20.09983452
3300020052,Aquatic,Marine,459222,144563,12428,147506,20.09345592
3300007519,Aquatic,Freshwater,449954,151986,6728,153875,20.09265326
3300025862,Terrestrial,Soil,460503,30818,1417,31605,20.09263266
3300027752,Aquatic,Marine,443587,57891,14632,65071,20.09045632
3300025396,Aquatic,Freshwater,473256,89109,4901,92618,20.0901975
3300027801,Aquatic,Marine,453427,55534,6350,58372,20.08857305
3300020197,Aquatic,Freshwater,476511,116625,4535,119234,20.08830661
3300027788,Aquatic,Marine,464198,96044,9627,101214,20.08501988
3300020201,Aquatic,Freshwater,385382,117315,1771,117721,20.08239467
3300023299,Aquatic,Non-marine Saline and Alkaline,480421,120198,11341,120679,20.08230973
3300007943,Host-associated,Human,31993,24994,23745,26922,20.07798402
3300026253,Aquatic,Marine,467808,169102,39521,178564,20.07736116
3300027832,Aquatic,Freshwater,448297,164693,6585,166335,20.07659787
3300025522,Terrestrial,Deep subsurface,350707,62342,3907,64079,20.07648385
3300020180,Aquatic,Freshwater,409761,128112,1680,128749,20.07535615
3300026130,Aquatic,Non-marine Saline and Alkaline,470625,98119,8531,102805,20.07301574
3300023101,Terrestrial,Peat,465287,27777,1229,28321,20.06912504
3300027963,Aquatic,Freshwater,446291,78258,12383,87534,20.06676719
3300025240,Aquatic,Marine,224203,110839,72803,120734,20.06594078
3300014208,Aquatic,Freshwater,469746,6571,2623,8172,20.06484445
3300018415,Aquatic,Marine,449799,154655,8768,157319,20.06423631
3300023109,Aquatic,Marine,473866,167964,59836,183754,20.06409585
3300026260,Aquatic,Marine,473319,174016,12705,178852,20.06319153
3300025180,Aquatic,Marine,345236,169100,75117,182874,20.05893573
3300019766,Aquatic,Freshwater,481621,36387,40953,69494,20.0586824
3300025669,Aquatic,Non-marine Saline and Alkaline,458120,87275,1198,87962,20.05846762
3300010033,Host-associated,Invertebrates,465755,414,764,1029,20.05709965
3300027902,Aquatic,Freshwater,318834,7061,425,7307,20.05492819
3300025642,Aquatic,Non-marine Saline and Alkaline,456212,134537,13240,136233,20.05160496
3300012187,Aquatic,Freshwater,484281,40877,1537,41990,20.0511203
3300025812,Aquatic,Freshwater,459493,246764,349,246935,20.05064571
3300006195,Host-associated,Plants,467387,23739,35246,45136,20.05002266
3300006051,Host-associated,Plants,468111,42922,63214,76905,20.04963104
3300027800,Aquatic,Freshwater,468213,142324,71032,149398,20.04922426
3300025217,Aquatic,Marine,280036,91273,60174,112099,20.04711787
3300017951,Aquatic,Marine,438318,112990,14721,116042,20.04629192
3300025707,Aquatic,Marine,447202,220257,12891,223597,20.0451117
3300026123,Aquatic,Non-marine Saline and Alkaline,468672,110048,8308,114694,20.03878297
3300025484,Terrestrial,Soil,277066,87945,1494,88612,20.03338505
3300023108,Aquatic,Marine,453724,72550,16403,82751,20.03094866
3300021508,Aquatic,Marine,454925,105153,392,105383,20.02104407
3300025869,Aquatic,Marine,474584,164709,51330,177110,20.01257935
3300027052,Aquatic,Non-marine Saline and Alkaline,130403,9912,14649,22768,20.01238446
3300023081,Aquatic,Marine,458523,98464,14368,107350,20.01080657
3300006038,Host-associated,Plants,462335,25635,54127,58677,20.01066247
3300020194,Aquatic,Marine,451419,105656,14750,114425,20.00972738
3300025846,Terrestrial,Soil,355672,113737,6677,116649,20.0076097
3300027810,Aquatic,Marine,437165,17508,7490,23611,20.00544219
3300024237,Aquatic,Marine,484266,109683,56744,123656,20.00418352
3300017964,Aquatic,Marine,455387,115733,13652,122671,20.00303947
3300027806,Aquatic,Freshwater,451825,98393,70005,133678,20.00193645
3300017986,Aquatic,Marine,462130,76441,16082,86288,20.00175238
3300022855,Aquatic,Non-marine Saline and Alkaline,480971,165416,7910,166360,20.00029297
3300025705,Aquatic,Marine,470529,224649,69578,236272,19.99523658
